,订单号,应付金额,实际金额,商品,支付时间,地点,状态,提现
31627,DD201708167493632987289771742,4.5,4.5,55g奥利奥原味芝士饼干,2017-09-13 15:28:00,A,已出货未退款,已提现
31638,DD201708167493742547699596296,4.0,4.0,85g统一老坛酸菜牛肉面,2017-09-13 15:59:00,A,已出货未退款,已提现
31641,DD201708167493929587844647824,3.0,3.0,统一绿茶,2017-09-13 16:00:00,A,已出货未退款,已提现
31647,DD201708167493108277784143154,4.5,4.5,250ml燕塘原味酸奶,2017-09-13 16:11:00,A,已出货未退款,已提现
31652,DD2017071720452633D3C4CADA3A0,3.0,3.0,果粒橙,2017-09-13 16:25:00,A,已出货未退款,已提现
31653,DD201708167493605697602694877,1.5,1.5,12g劲仔小鱼麻辣味,2017-09-13 16:27:00,A,已出货未退款,已提现
31671,DD2017062404293524A8F33169555,4.0,4.0,脉动,2017-09-13 16:55:00,A,已出货未退款,已提现
31678,DD201708167493108186965317854,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-13 17:21:00,A,已出货未退款,已提现
31692,DD201708167493971264127965983,2.0,2.0,怡宝纯净水,2017-09-13 18:42:00,A,已出货未退款,已提现
31700,DD2017060512054385CF88878F19E,3.0,3.0,雪碧（500ml）,2017-09-13 18:59:00,A,已出货未退款,已提现
31702,DD201708167493106674840984831,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-13 19:07:00,A,已出货未退款,已提现
31707,DD201708167493666570773048378,4.0,4.0,无穷农场盐_鸡蛋,2017-09-13 19:16:00,A,已出货未退款,已提现
31734,DD2017071014365459872D38604CE,3.5,3.5,东鹏特饮,2017-09-14 02:07:00,A,已出货未退款,已提现
31747,DD20170724181408756BBC8B1B713,3.0,3.0,熊字饼,2017-09-14 08:49:00,A,已出货未退款,已提现
31750,DD2017081674930517813419300481,0.8,0.8,20g咪咪虾条马来西亚风味,2017-09-14 08:57:00,A,已出货未退款,已提现
31751,DD201706281752295624CB683E6C1,2.0,2.0,怡宝纯净水,2017-09-14 08:58:00,A,已出货未退款,已提现
31768,DD201708167493699703258674535,5.5,5.5,86g合味道海鲜风味,2017-09-14 09:22:00,A,已出货未退款,已提现
31771,DD201706291509341014D33F7900C,10.0,10.0,口味王槟榔（红）,2017-09-14 09:25:00,A,已出货未退款,已提现
31772,DD20170816749366245316400167,4.0,4.0,85g统一老坛酸菜牛肉面,2017-09-14 09:41:00,A,已出货未退款,已提现
31775,DD201708167493470946929284412,12.5,12.5,100g*5瓶益力多,2017-09-14 09:51:00,A,已出货未退款,已提现
31781,DD201708167493789188353586213,3.0,3.0,85g新麦潮手撕面包（提子味）,2017-09-14 10:16:00,A,已出货未退款,已提现
31786,DD2017072618125240111BF5F85AD,6.0,6.0,红牛,2017-09-14 10:49:00,A,已出货未退款,已提现
31796,DD201708167493165913699674804,5.0,5.0,30g元朗小蛋卷,2017-09-14 11:30:00,A,已出货未退款,已提现
31802,DD2017071020210117873DD632A20,4.0,4.0,阿萨姆奶茶,2017-09-14 12:00:00,A,已出货未退款,已提现
31823,DD201708167493742620947349526,3.6,3.6,32g卫龙亲嘴烧红烧牛肉味,2017-09-14 12:31:00,A,已出货未退款,已提现
31827,DD201708167493618002212171286,3.0,3.0,250ml维他奶低糖原味,2017-09-14 12:35:00,A,已出货未退款,已提现
31829,DD2017072816231945F1715A0B9C2,4.0,4.0,营养快线,2017-09-14 12:36:00,A,已出货未退款,已提现
31830,DD201708167493500688026170955,7.5,7.5,雀巢咖啡,2017-09-14 12:41:00,A,已出货未退款,已提现
31840,DD201706151327497974B6EF13C73,3.0,3.0,统一绿茶,2017-09-14 12:56:00,A,已出货未退款,已提现
31875,DD201708167493656055398812261,3.0,3.0,250ml维他原味豆奶,2017-09-14 15:03:00,A,已出货未退款,已提现
31880,DD201708167493740627779665086,1.5,1.5,40g双汇玉米热狗肠,2017-09-14 15:08:00,A,已出货未退款,已提现
31881,DD201708167493120846938575368,2.5,2.5,85g新麦潮北海道吐司,2017-09-14 15:08:00,A,已出货未退款,已提现
31883,DD2017081917345515803F2E131AB,1.5,1.5,鸭翅,2017-09-14 15:09:00,A,已出货未退款,已提现
31884,DD2017073013240250AFA12DFD6C5,3.0,3.0,雪碧（500ml）,2017-09-14 15:11:00,A,已出货未退款,已提现
31891,DD201708167493671375883224865,4.0,4.0,68g好丽友巧克力派2枚,2017-09-14 15:25:00,A,已出货未退款,已提现
31892,DD2017081674930031949483241962,4.0,4.0,新麦潮天然酵母面包（牛奶风味）,2017-09-14 15:25:00,A,已出货未退款,已提现
31898,DD20170810224312412771D4F6DBD,3.0,3.0,统一冰红茶,2017-09-14 15:34:00,A,已出货未退款,已提现
31901,DD201708167493971016467262046,4.0,4.0,脉动,2017-09-14 15:44:00,A,已出货未退款,已提现
31909,DD201708167493104536070857491,0.8,0.8,咪咪虾条马来西亚风味,2017-09-14 15:56:00,A,已出货未退款,已提现
31911,DD201708167493970995719219677,4.0,4.0,营养快线,2017-09-14 16:06:00,A,已出货未退款,已提现
31923,DD201708167493848963079539705,4.0,4.0,250ml燕塘甜牛奶,2017-09-14 16:43:00,A,已出货未退款,已提现
31927,DD201708167493104499398236003,4.5,4.5,50g上好佳日式鱼果,2017-09-14 16:45:00,A,已出货未退款,已提现
31944,DD2017071912201011560109A35AE,3.5,3.5,东鹏特饮,2017-09-14 17:19:00,A,已出货未退款,已提现
31954,DD201708167493740200531797548,4.5,4.5,40g乐事薯片黄瓜味,2017-09-14 17:23:00,A,已出货未退款,已提现
31962,DD20170720141056802851A4B324A,4.0,4.0,阿萨姆奶茶,2017-09-14 17:50:00,A,已出货未退款,已提现
31969,DD201708167493862614563329867,9.0,9.0,40g上好佳日式鱼果,2017-09-14 18:14:00,A,已出货未退款,已提现
31970,DD201708167493199869391604729,4.5,4.5,600ml脉动青柠,2017-09-14 18:14:00,A,已出货未退款,已提现
31973,DD20170804205612589B3A7FB204A,3.0,3.0,卫龙大面筋,2017-09-14 18:21:00,A,已出货未退款,已提现
31976,DD201708167493491866089540712,8.0,8.0,160g盼盼手撕面包,2017-09-14 18:23:00,A,已出货未退款,已提现
31979,DD2017072014071811E7D75658B54,6.0,6.0,雀巢咖啡,2017-09-14 18:24:00,A,已出货未退款,已提现
31982,DD201708167493949953214726527,2.0,2.0,怡宝纯净水,2017-09-14 18:26:00,A,已出货未退款,已提现
31994,DD201706240636398890D916514FD,3.5,3.5,东鹏特饮,2017-09-14 18:51:00,A,已出货未退款,已提现
31998,DD2017071915134963C81D49F924F,4.0,4.0,阿萨姆奶茶,2017-09-14 19:08:00,A,已出货未退款,已提现
32001,DD201708167493970322676518835,4.0,4.0,脉动,2017-09-14 19:12:00,A,已出货未退款,已提现
32027,DD201708167493348277982354044,3.0,3.0,250ml维他原味豆奶,2017-09-14 20:19:00,A,已出货未退款,已提现
32028,DD20170720140637767663F90C081,2.0,2.0,怡宝纯净水,2017-09-14 20:19:00,A,已出货未退款,已提现
32037,DD20170816749397016207319256,4.0,4.0,营养快线,2017-09-14 21:30:00,A,已出货未退款,已提现
32039,DD201706201754067152BA7C81AEC,2.0,2.0,怡宝纯净水,2017-09-14 21:36:00,A,已出货未退款,已提现
32048,DD20170727033323233826B3FB9FE,2.0,2.0,怡宝纯净水,2017-09-14 22:20:00,A,已出货未退款,已提现
32060,DD2017061217503362A09CE5FDECA,3.0,3.0,统一冰红茶,2017-09-14 23:06:00,A,已出货未退款,已提现
32072,DD2017072011294427A5B1B4889F1,4.0,4.0,脉动,2017-09-15 01:14:00,A,已出货未退款,已提现
32087,DD20170719124506230245573C8C6,4.0,4.0,阿萨姆奶茶,2017-09-15 08:03:00,A,已出货未退款,已提现
32103,DD201708167493206448789050766,4.5,4.5,40g乐事薯片黄瓜味,2017-09-15 08:55:00,A,已出货未退款,已提现
32104,DD201708167493101196685482755,4.5,4.5,52g旺旺仙贝,2017-09-15 08:59:00,A,已出货未退款,已提现
32105,DD20170712070808629DA07CDBE1F,3.5,3.5,东鹏特饮,2017-09-15 09:00:00,A,已出货未退款,已提现
32127,DD201708167493297587272460924,10.0,10.0,250ml维他原味豆奶,2017-09-15 09:40:00,A,已出货未退款,已提现
32130,DD20170722032347350AD8990D33C,4.0,4.0,脉动,2017-09-15 09:44:00,A,已出货未退款,已提现
32134,DD201708167493206408221008667,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-15 10:09:00,A,已出货未退款,已提现
32145,DD201708167493576868798555865,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017-09-15 10:40:00,A,已出货未退款,已提现
32155,DD20170816749316543003201549,36.0,36.0,260g马来西亚进口茱蒂丝口口香饼干,2017-09-15 11:16:00,A,已出货未退款,已提现
32162,DD2017072918225990FF1901D737F,2.0,2.0,怡宝纯净水,2017-09-15 11:59:00,A,已出货未退款,已提现
32163,DD201708167493621169179271688,4.5,4.5,40g乐事薯片墨西哥鸡汁番茄味,2017-09-15 12:01:00,A,已出货未退款,已提现
32166,DD201708167493884530973560703,6.0,6.0,250ml红牛,2017-09-15 12:05:00,A,已出货未退款,已提现
32173,DD20170819152829105BCE88EFF91,2.5,2.5,伊利优酸乳,2017-09-15 12:17:00,A,已出货未退款,已提现
32197,DD201708167493405333994180791,5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017-09-15 12:37:00,A,已出货未退款,已提现
32198,DD201708167493135402863026286,4.0,4.0,85g新麦潮北海道吐司,2017-09-15 12:37:00,A,已出货未退款,已提现
32214,DD201708167493100617370714373,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017-09-15 13:25:00,A,已出货未退款,已提现
32218,DD201708167493352389548314736,3.5,3.5,250ml维他奶巧克力味,2017-09-15 13:31:00,A,已出货未退款,已提现
32223,DD201708071001098171956EAE84C,3.0,3.0,统一绿茶,2017-09-15 13:39:00,A,已出货未退款,已提现
32227,DD201707041126369862B5697C876,2.0,2.0,怡宝纯净水,2017-09-15 13:48:00,A,已出货未退款,已提现
32232,DD201708167493205293974845969,7.0,7.0,优益C活菌型乳酸菌饮品,2017-09-15 13:57:00,A,已出货未退款,已提现
32233,DD201708167493461923009745237,3.0,3.0,250ml维他奶低糖原味,2017-09-15 13:58:00,A,已出货未退款,已提现
32256,DD2017070609261260F5827685D41,2.0,2.0,怡宝纯净水,2017-09-15 14:41:00,A,已出货未退款,已提现
32258,DD20170710152905864E82A8B9ECF,3.0,3.0,统一绿茶,2017-09-15 14:43:00,A,已出货未退款,已提现
32275,DD201708167493734373505322426,6.5,6.5,250ml红牛,2017-09-15 15:18:00,A,已出货未退款,已提现
32276,DD2017081674930998475848639496,4.0,4.0,85g新麦潮北海道吐司,2017-09-15 15:18:00,A,已出货未退款,已提现
32278,DD20170807110247660D63719E8C4,4.0,4.0,脉动,2017-09-15 15:25:00,A,已出货未退款,已提现
32287,DD2017073018484016FB3D749F61C,4.0,4.0,阿萨姆奶茶,2017-09-15 15:44:00,A,已出货未退款,已提现
32292,DD201708167493100364646812713,9.0,9.0,250ml维他柠檬茶,2017-09-15 15:48:00,A,已出货未退款,已提现
32302,DD201708167493969815097484926,6.0,6.0,红牛,2017-09-15 16:00:00,A,已出货未退款,已提现
32306,DD2017071812155750D5BAD68F834,3.0,3.0,熊字饼,2017-09-15 16:06:00,A,已出货未退款,已提现
32311,DD201708167493642788477769958,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-09-15 16:09:00,A,已出货未退款,已提现
32323,DD2017063008195370F859822742A,4.0,4.0,营养快线,2017-09-15 16:29:00,A,已出货未退款,已提现
32330,DD201708167493999009926197402,2.5,2.5,伊利优酸乳,2017-09-15 16:41:00,A,已出货未退款,已提现
32344,DD2017081674930313212517673692,3.0,3.0,旺仔牛奶145ml,2017-09-15 16:56:00,A,已出货未退款,已提现
32345,DD2017062612192326E4507D434BA,2.0,2.0,怡宝纯净水,2017-09-15 16:56:00,A,已出货未退款,已提现
32356,DD201708167493585861250072653,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-09-15 17:03:00,A,已出货未退款,已提现
32358,DD201708167493969382261751386,6.0,6.0,红牛,2017-09-15 17:06:00,A,已出货未退款,已提现
32362,DD201707231509006887584781C5F,3.0,3.0,可口可乐（500ml）,2017-09-15 17:09:00,A,已出货未退款,已提现
32367,DD20170606140707343887DA4CC5B,3.5,3.5,冰糖雪梨,2017-09-15 17:16:00,A,已出货未退款,已提现
32380,DD201708167493665625663383798,6.0,6.0,370g泰奇八宝粥,2017-09-15 17:30:00,A,已出货未退款,已提现
32383,DD201708167493806452685480123,3.0,3.0,250ml维他原味豆奶,2017-09-15 17:31:00,A,已出货未退款,已提现
32418,DD201706280044258916D56B74AAA,2.0,2.0,怡宝纯净水,2017-09-15 18:12:00,A,已出货未退款,已提现
32433,DD201708167493851287072407987,4.5,4.5,500ml加多宝,2017-09-15 18:27:00,A,已出货未退款,已提现
32444,DD20170710175808851D61CB5261D,3.0,3.0,果粒橙,2017-09-15 18:38:00,A,已出货未退款,已提现
32445,DD201708167493204423632183937,4.0,4.0,500ml统一阿萨姆奶茶,2017-09-15 18:39:00,A,已出货未退款,已提现
32449,DD201708167493969138613672715,1.5,1.5,香脆肠,2017-09-15 19:05:00,A,已出货未退款,已提现
32451,DD201708167493741857917001575,9.0,9.0,250ml燕塘原味酸奶,2017-09-15 19:11:00,A,已出货未退款,已提现
32452,DD2017081674930947855703113365,3.5,3.5,可乐可乐,2017-09-15 19:11:00,A,已出货未退款,已提现
32460,DD2017070820300972B09C477F1D6,4.0,4.0,阿萨姆奶茶,2017-09-15 19:27:00,A,已出货未退款,已提现
32462,DD2017081674930998518498007355,4.5,4.5,65g卫龙亲嘴豆皮,2017-09-15 19:32:00,A,已出货未退款,已提现
32468,DD2017081674930461300343371215,4.5,4.5,600ml脉动青柠,2017-09-15 19:49:00,A,已出货未退款,已提现
32469,DD201708167493988672463977129,4.5,4.5,阿萨姆奶茶,2017-09-15 19:49:00,A,已出货未退款,已提现
32472,DD201708167493692107976345472,4.0,4.0,阿萨姆奶茶,2017-09-15 19:51:00,A,已出货未退款,已提现
32475,DD2017081674930997243100307943,3.0,3.0,45g双汇泡面拍挡,2017-09-15 19:55:00,A,已出货未退款,已提现
32486,DD2017073020151996AD5E31912AB,3.5,3.5,东鹏特饮,2017-09-15 21:18:00,A,已出货未退款,已提现
32487,DD20170717204759836C51D52DCB9,4.0,4.0,王老吉（500ml）,2017-09-15 21:34:00,A,已出货未退款,已提现
32517,DD20170627075307220B80A1E1341,10.0,10.0,口味王槟榔（红）,2017-09-16 08:09:00,A,已出货未退款,已提现
32518,DD20170720122712751036D9ACD6B,3.0,3.0,可口可乐最新款,2017-09-16 08:18:00,A,已出货未退款,已提现
32526,DD201708167493625763917629316,4.5,4.5,500ml营养快线原味,2017-09-16 08:49:00,A,已出货未退款,已提现
32531,DD2017060915411283DEA319F6E0C,4.0,4.0,阿萨姆奶茶,2017-09-16 08:54:00,A,已出货未退款,已提现
32545,DD20170604115934782507443EA37,4.0,4.0,阿萨姆奶茶,2017-09-16 09:05:00,A,已出货未退款,已提现
32559,DD2017081674930976220809793313,4.5,4.5,68g好丽友巧克力派2枚,2017-09-16 10:01:00,A,已出货未退款,已提现
32560,DD20170725041943494D33AE35616,2.0,2.0,怡宝纯净水,2017-09-16 10:08:00,A,已出货未退款,已提现
32567,DD201708167493203843443344925,3.0,3.0,40g双汇玉米热狗肠,2017-09-16 10:26:00,A,已出货未退款,已提现
32581,DD20170816749358213705845929,9.0,9.0,80g四洲粟一烧烧烤味,2017-09-16 12:03:00,A,已出货未退款,已提现
32583,DD201708167493726123763984427,4.5,4.5,600ml脉动青柠,2017-09-16 12:06:00,A,已出货未退款,已提现
32600,DD201708167493203816432498124,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-09-16 12:21:00,A,已出货未退款,已提现
32609,DD201708167493520206484735147,6.5,6.5,430g泰奇八宝粥,2017-09-16 12:46:00,A,已出货未退款,已提现
32645,DD201708167493686489429501884,6.0,6.0,86g合味道浓猪骨味,2017-09-16 14:46:00,A,已出货未退款,已提现
32655,DD201708167493799414558700399,6.5,6.5,430g泰奇八宝粥,2017-09-16 14:53:00,A,已出货未退款,已提现
32658,DD2017062612044418AD5DA27FDC8,3.0,3.0,维他奶,2017-09-16 14:56:00,A,已出货未退款,已提现
32670,DD2017062013254890A9DEEA09673,3.0,3.0,维他奶,2017-09-16 15:14:00,A,已出货未退款,已提现
32673,DD201708167493478046301970911,11.0,11.0,250ml红牛,2017-09-16 15:24:00,A,已出货未退款,已提现
32691,DD2017081674930492587640056892,4.0,4.0,450ml美汁源果粒橙,2017-09-16 15:45:00,A,已出货未退款,已提现
32695,DD201708167493826736361034182,2.0,2.0,145ml旺仔牛奶盒装,2017-09-16 16:04:00,A,已出货未退款,已提现
32711,DD201707162323492358A235E76E4,4.0,4.0,营养快线,2017-09-16 16:35:00,A,已出货未退款,已提现
32720,DD201708167493600513896676193,4.8,4.8,韩国海牌海苔,2017-09-16 16:45:00,A,已出货未退款,已提现
32722,DD201708167493738174300795812,0.8,0.8,20g咪咪虾条马来西亚风味,2017-09-16 16:47:00,A,已出货未退款,已提现
32746,DD201708167493380720079819827,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017-09-16 17:21:00,A,已出货未退款,已提现
32755,DD201707121239193228071994C76,3.5,3.5,东鹏特饮,2017-09-16 17:30:00,A,已出货未退款,已提现
32756,DD201708167493149409507533818,5.0,5.0,250ml维他奶巧克力味,2017-09-16 17:33:00,A,已出货未退款,已提现
32757,DD201708167493491889587276295,8.0,8.0,600ml脉动青柠,2017-09-16 17:33:00,A,已出货未退款,已提现
32770,DD20170816749366490762767331,4.0,4.0,日式鱼果,2017-09-16 18:05:00,A,已出货未退款,已提现
32776,DD2017060717483491F051C559690,3.0,3.0,茉莉蜜茶,2017-09-16 18:07:00,A,已出货未退款,已提现
32785,DD201708167493424949877259837,3.5,3.5,250ml燕塘甜牛奶,2017-09-16 18:15:00,A,已出货未退款,已提现
32787,DD2017072817433556E8C5A81C9D8,4.0,4.0,脉动,2017-09-16 18:17:00,A,已出货未退款,已提现
32800,DD201708167493711623395632799,8.0,8.0,500ml统一阿萨姆奶茶,2017-09-16 18:51:00,A,已出货未退款,已提现
32803,DD2017081674930961642401768994,5.0,5.0,110g顺宝九制话梅,2017-09-16 19:00:00,A,已出货未退款,已提现
32818,DD201708167493682534575081114,4.0,4.0,新麦潮天然酵母面包（牛奶风味）,2017-09-16 20:20:00,A,已出货未退款,已提现
32831,DD2017070620491518AEA03848BD4,3.5,3.5,东鹏特饮,2017-09-16 22:29:00,A,已出货未退款,已提现
32833,DD2017070313385987FBCC014825A,3.5,3.5,东鹏特饮,2017-09-16 23:43:00,A,已出货未退款,已提现
32836,DD201708091349306113A6A5ECB97,4.0,4.0,阿萨姆奶茶,2017-09-17 00:08:00,A,已出货未退款,已提现
32861,DD201708167493419702911519234,2.8,2.8,250ml维他原味豆奶,2017-09-17 08:03:00,A,已出货未退款,已提现
32864,DD20170816749343618512885607,4.5,4.5,250ml燕塘红枣牛奶,2017-09-17 08:09:00,A,已出货未退款,已提现
32871,DD201708167493541088907130675,6.0,6.0,250ml维他原味豆奶,2017-09-17 08:24:00,A,已出货未退款,已提现
32875,DD201707192013523371D3A20FA59,3.0,3.0,可口可乐最新款,2017-09-17 08:26:00,A,已出货未退款,已提现
32878,DD20170818213221319D6FC225F33,3.0,3.0,统一冰红茶,2017-09-17 08:37:00,A,已出货未退款,已提现
32892,DD201708167493803716810424331,4.5,4.5,250ML东鹏特饮,2017-09-17 08:57:00,A,已出货未退款,已提现
32895,DD201708167493988644883776049,4.5,4.5,脉动,2017-09-17 09:01:00,A,已出货未退款,已提现
32901,DD201708167493510057524158089,7.0,7.0,合味道（海鲜风味）,2017-09-17 09:07:00,A,已出货未退款,已提现
32906,DD20170816749394390677738571,0.1,0.1,商品1,2017-09-17 09:12:00,A,已出货未退款,已提现
32926,DD20170816749386687219444917,8.0,8.0,80g四洲粟一烧烧烤味,2017-09-17 09:39:00,A,已出货未退款,已提现
32934,DD201708167493596947050534535,5.0,5.0,85g统一老坛酸菜牛肉面,2017-09-17 09:54:00,A,已出货未退款,已提现
32940,DD20170816749382037498597116,2.5,2.5,145ml旺仔牛奶盒装,2017-09-17 10:14:00,A,已出货未退款,已提现
32943,DD201708167493525857279673295,6.5,6.5,250ml红牛,2017-09-17 10:17:00,A,已出货未退款,已提现
32954,DD201708167493751533556479923,3.5,3.5,东鹏特饮,2017-09-17 10:42:00,A,已出货未退款,已提现
32960,DD2017081674930945460284417081,5.0,5.0,85g统一老坛酸菜牛肉面,2017-09-17 10:49:00,A,已出货未退款,已提现
32964,DD2017073018482187CF084B62E45,2.0,2.0,怡宝纯净水,2017-09-17 10:56:00,A,已出货未退款,已提现
32966,DD2017081020073865C69E428C90B,4.0,4.0,阿萨姆奶茶,2017-09-17 11:07:00,A,已出货未退款,已提现
32967,DD201708167493620329428529244,4.5,4.5,燕塘红枣牛奶,2017-09-17 11:31:00,A,已出货未退款,已提现
32969,DD2017071114023016086F944B346,3.5,3.5,东鹏特饮,2017-09-17 11:32:00,A,已出货未退款,已提现
32970,DD2017081674930945353950717344,6.0,6.0,160g盼盼手撕面包,2017-09-17 11:34:00,A,已出货未退款,已提现
32983,DD201708167493881680395637898,3.0,3.0,250ml维他柠檬茶,2017-09-17 12:05:00,A,已出货未退款,已提现
33021,DD20170816749300712394139942151,2.5,2.5,145ml旺仔牛奶盒装,2017-09-17 12:28:00,A,已出货未退款,已提现
33022,DD201708167493680967501349389,4.0,4.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-09-17 12:28:00,A,已出货未退款,已提现
33027,DD201708121948482669583E77EED,4.0,4.0,阿萨姆奶茶,2017-09-17 12:32:00,A,已出货未退款,已提现
33039,DD2017081674930107928867441381,1.5,1.5,10g卫龙亲嘴烧香辣味,2017-09-17 12:58:00,A,已出货未退款,已提现
33040,DD201708167493080540674891865,4.0,4.0,500ml统一阿萨姆奶茶,2017-09-17 12:58:00,A,已出货未退款,已提现
33041,DD2017062514520739CDC9399565C,3.0,3.0,可口可乐（500ml）,2017-09-17 12:58:00,A,已出货未退款,已提现
33043,DD20170718200805188DE8748F6EC,3.5,3.5,东鹏特饮,2017-09-17 12:59:00,A,已出货未退款,已提现
33052,DD2017062616093554318CAD37D81,4.0,4.0,脉动,2017-09-17 13:04:00,A,已出货未退款,已提现
33084,DD201708167493609361598485997,3.0,3.0,劲仔小鱼（卤香味）,2017-09-17 13:15:00,A,已出货未退款,已提现
33087,DD201708167493520204961331036,6.5,6.5,91g徐福记凤梨酥,2017-09-17 13:16:00,A,已出货未退款,已提现
33096,DD201708167493523601503490509,6.5,6.5,148g富甲一方紫薯仔,2017-09-17 13:22:00,A,已出货未退款,已提现
33104,DD20170816749369014238206908,4.0,4.0,500ml统一阿萨姆奶茶,2017-09-17 13:23:00,A,已出货未退款,已提现
33114,DD201708167493711173660751383,2.5,2.5,30g无穷农场盐_鸡蛋,2017-09-17 13:27:00,A,已出货未退款,已提现
33120,DD2017081674930183231970343092,3.0,3.0,250ml维他奶低糖原味,2017-09-17 13:28:00,A,已出货未退款,已提现
33121,DD201708167493724941268054517,1.8,1.8,600ml雪碧,2017-09-17 13:28:00,A,已出货未退款,已提现
33157,DD2017081674930618593372173726,4.5,4.5,250ml燕塘原味酸奶,2017-09-17 14:05:00,A,已出货未退款,已提现
33158,DD201708167493683456696774599,4.5,4.5,80g香飘飘椰果奶茶原味,2017-09-17 14:05:00,A,已出货未退款,已提现
33169,DD20170816749367402579035768,4.0,4.0,农夫果园,2017-09-17 14:11:00,A,已出货未退款,已提现
33171,DD201707171206161266D630F82B4,4.0,4.0,阿萨姆奶茶,2017-09-17 14:12:00,A,已出货未退款,已提现
33176,DD201708167493640461100618743,4.5,4.5,250ml燕塘原味酸奶,2017-09-17 14:15:00,A,已出货未退款,已提现
33179,DD2017081674930328399268876107,3.0,3.0,600ml可口可乐,2017-09-17 14:20:00,A,已出货未退款,已提现
33180,DD201706301757545524A957469A0,2.0,2.0,怡宝纯净水,2017-09-17 14:20:00,A,已出货未退款,已提现
33189,DD201708167493783708439179226,5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017-09-17 14:27:00,A,已出货未退款,已提现
33195,DD201708167493329670924696274,3.0,3.0,250ml维他柠檬茶,2017-09-17 14:28:00,A,已出货未退款,已提现
33208,DD201708167493274675104226771,3.0,3.0,250ml维他柠檬茶,2017-09-17 14:55:00,A,已出货未退款,已提现
33213,DD201708167493806800986849383,3.0,3.0,12g劲仔小鱼麻辣味,2017-09-17 14:58:00,A,已出货未退款,已提现
33214,DD201708167493161916228661722,4.5,4.5,250ml燕塘原味酸奶,2017-09-17 14:58:00,A,已出货未退款,已提现
33228,DD201708167493607961815736847,4.5,4.5,40g呀土豆番茄酱味,2017-09-17 15:05:00,A,已出货未退款,已提现
33231,DD201708167493557755924273861,5.5,5.5,330ml伊利畅意乳酸菌原味,2017-09-17 15:06:00,A,已出货未退款,已提现
33244,DD201708167493490415930410216,8.0,8.0,80g四洲粟一烧烧烤味,2017-09-17 15:22:00,A,已出货未退款,已提现
33259,DD2017072113262266EF28C25C9F0,4.0,4.0,脉动,2017-09-17 15:34:00,A,已出货未退款,已提现
33263,DD2017062719421847CB411B888F0,2.0,2.0,怡宝纯净水,2017-09-17 15:40:00,A,已出货未退款,已提现
33267,DD201708167493805851640874179,2.4,2.4,20g咪咪虾条马来西亚风味,2017-09-17 15:44:00,A,已出货未退款,已提现
33268,DD201708167493194165671988205,2.5,2.5,维他奶（巧克力味）,2017-09-17 15:44:00,A,已出货未退款,已提现
33278,DD2017081674930207629468544527,1.5,1.5,45g双汇泡面拍挡,2017-09-17 16:02:00,A,已出货未退款,已提现
33279,DD201708167493534378669347288,6.0,6.0,86g合味道海鲜风味,2017-09-17 16:02:00,A,已出货未退款,已提现
33312,DD201708167493484430341175616,9.0,9.0,250ML东鹏特饮,2017-09-17 16:24:00,A,已出货未退款,已提现
33313,DD201708167493127881399389231,2.8,2.8,旺仔牛奶,2017-09-17 16:24:00,A,已出货未退款,已提现
33318,DD2017080417471322FFA64C1761F,2.5,2.5,伊利优酸乳,2017-09-17 16:31:00,A,已出货未退款,已提现
33319,DD201708167493475807800982046,11.0,11.0,益力多100g*5瓶,2017-09-17 16:32:00,A,已出货未退款,已提现
33334,DD201708167493436556500939446,2.5,2.5,250ml维他柠檬茶,2017-09-17 16:40:00,A,已出货未退款,已提现
33341,DD201708167493668703205882965,4.5,4.5,78g卫龙亲嘴语辣条,2017-09-17 16:45:00,A,已出货未退款,已提现
33345,DD201708167493468238503516945,14.0,14.0,优益C活菌型乳酸菌饮品,2017-09-17 16:46:00,A,已出货未退款,已提现
33352,DD201708167493435319165977466,4.8,4.8,10g卫龙亲嘴烧香辣味,2017-09-17 16:49:00,A,已出货未退款,已提现
33363,DD2017081674936219658230277,4.5,4.5,500ml加多宝,2017-09-17 17:05:00,A,已出货未退款,已提现
33379,DD201708167493967607692966483,4.0,4.0,王老吉（500ml）,2017-09-17 17:29:00,A,已出货未退款,已提现
33383,DD201708167493156154889562641,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-09-17 17:35:00,A,已出货未退款,已提现
33384,DD201708167493172187524730631,1.6,1.6,20g咪咪虾条马来西亚风味,2017-09-17 17:35:00,A,已出货未退款,已提现
33385,DD201708167493373226688768241,4.5,4.5,250ml燕塘甜牛奶,2017-09-17 17:35:00,A,已出货未退款,已提现
33392,DD2017070113231753B77471B4645,3.0,3.0,可口可乐（500ml）,2017-09-17 17:41:00,A,已出货未退款,已提现
33394,DD201708167493654999994899747,4.5,4.5,40g乐事薯片黄瓜味,2017-09-17 17:42:00,A,已出货未退款,已提现
