,订单号,应付金额,实际金额,商品,支付时间,地点,状态,提现
44574,DD201708167493583889494348352,4.0,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-10-23 12:22:00,B,已出货未退款,已提现
44575,DD201708167493488377333692929,8.0,8.0,150g健能酸奶原味,2017-10-23 12:23:00,B,已出货未退款,已提现
44576,DD2017080518114017EFEFAA62304,3.5,3.5,伊利优酸乳,2017-10-23 12:23:00,B,已出货未退款,已提现
44578,DD201708167493584014222829686,3.0,3.0,12g劲仔小鱼麻辣味,2017-10-23 12:30:00,B,已出货未退款,已提现
44581,DD201708167493795028756300789,3.0,3.0,250ml维他原味豆奶,2017-10-23 12:39:00,B,已出货未退款,已提现
44582,DD20170805181354290F66DD22587,4.5,4.5,阿萨姆奶茶,2017-10-23 12:39:00,B,已出货未退款,已提现
44587,DD201708167493488672671856879,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017-10-23 13:15:00,B,已出货未退款,已提现
44588,DD20170805181444908A482F9BF16,3.0,3.0,怡宝纯净水,2017-10-23 13:15:00,B,已出货未退款,已提现
44591,DD20170805181553676DA8C228524,4.0,4.0,果粒橙,2017-10-23 13:33:00,B,已出货未退款,已提现
44593,DD2017080518160953FF9BFD3CEAB,5.0,5.0,雪碧（500ml）,2017-10-23 13:34:00,B,已出货未退款,已提现
44597,DD201708042011241528F732596EF,3.0,3.0,怡宝纯净水,2017-10-23 13:38:00,B,已出货未退款,已提现
44598,DD201708167493584724583537006,5.0,5.0,48g好丽友薯愿香烤原味,2017-10-23 13:41:00,B,已出货未退款,已提现
44599,DD20170805182029885CB7CDEE888,3.0,3.0,怡宝纯净水,2017-10-23 13:42:00,B,已出货未退款,已提现
44602,DD201708167493584757711616351,3.0,3.0,40g双汇玉米热狗肠,2017-10-23 13:57:00,B,已出货未退款,已提现
44604,DD2017081421153571146AD28917A,4.0,4.0,果粒橙,2017-10-23 14:07:00,B,已出货未退款,已提现
44610,DD2017080518271826EAE04147054,3.5,3.5,雪碧330ml,2017-10-23 14:19:00,B,已出货未退款,已提现
44612,DD2017081421330149AA1B55A3B45,3.5,3.5,雪碧最新款,2017-10-23 14:33:00,B,已出货未退款,已提现
44616,DD201708167493488772988218376,4.5,4.5,250ml燕塘甜牛奶,2017-10-23 14:49:00,B,已出货未退款,已提现
44617,DD20170805184552114C86971EB76,4.5,4.5,营养快线,2017-10-23 14:49:00,B,已出货未退款,已提现
44620,DD20170804201251112226EE7ED3C,3.5,3.5,雪碧最新款,2017-10-23 15:09:00,B,已出货未退款,已提现
44623,DD201708051847071548D753CABC9,5.0,5.0,脉动,2017-10-23 15:15:00,B,已出货未退款,已提现
44631,DD20170521191327656E59A9AC630,2.0,2.0,小鱼仔,2017-10-23 15:55:00,B,已出货未退款,已提现
44636,DD201708167493586029075192719,6.0,6.0,86g合味道海鲜风味,2017-10-23 16:28:00,B,已出货未退款,已提现
44639,DD2017052119143339441FAD890C7,3.0,3.0,茉莉蜜茶,2017-10-23 16:57:00,B,已出货未退款,已提现
44644,DD201705211957303370F14173EF9,4.0,4.0,东鹏特饮,2017-10-23 17:33:00,B,已出货未退款,已提现
44647,DD201708167493586560082653599,4.5,4.5,52g旺旺仙贝,2017-10-23 17:36:00,B,已出货未退款,已提现
44650,DD2017071020023032CD9AEE6E13B,3.0,3.0,卫龙大面筋,2017-10-23 17:40:00,B,已出货未退款,已提现
44653,DD201708167493586846250688148,6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017-10-23 17:42:00,B,已出货未退款,已提现
44657,DD201708167493793023457004724,3.0,3.0,250ml维他奶低糖原味,2017-10-23 17:47:00,B,已出货未退款,已提现
44658,DD201708051858378946CC9C268FB,3.0,3.0,怡宝纯净水,2017-10-23 17:47:00,B,已出货未退款,已提现
44659,DD20170521201630678C64EBA6873,4.0,4.0,东鹏特饮,2017-10-23 17:48:00,B,已出货未退款,已提现
44666,DD2017052120375515D1546AB2212,3.0,3.0,统一绿茶,2017-10-23 18:00:00,B,已出货未退款,已提现
44669,DD201708167493587001953662857,4.0,4.0,450ml美汁源果粒橙,2017-10-23 18:08:00,B,已出货未退款,已提现
44670,DD2017080420255326E753051B4C9,3.5,3.5,伊利优酸乳,2017-10-23 18:21:00,B,已出货未退款,已提现
44671,DD20170809155647129C304065FE8,3.0,3.0,怡宝纯净水,2017-10-23 18:22:00,B,已出货未退款,已提现
44678,DD2017081104111565B1176A9B77C,5.0,5.0,阿萨姆奶茶,2017-10-23 19:24:00,B,已出货未退款,已提现
44680,DD201708167493892608515555007,1.6,1.6,咪咪虾条马来西亚风味,2017-10-23 19:31:00,B,已出货未退款,已提现
44681,DD2017052120531679EEE7EDF52D5,4.0,4.0,营养快线,2017-10-23 19:31:00,B,已出货未退款,已提现
44684,DD201708131528377312E1B4E2F98,3.5,3.5,可口可乐330ml,2017-10-23 19:40:00,B,已出货未退款,已提现
44685,DD20170814132054874807CF0F925,3.0,3.0,怡宝纯净水,2017-10-23 19:42:00,B,已出货未退款,已提现
44686,DD20170812143209572EED907FE62,4.0,4.0,统一冰红茶,2017-10-23 19:43:00,B,已出货未退款,已提现
44695,DD20170813152847721A928107316,3.0,3.0,怡宝纯净水,2017-10-23 20:30:00,B,已出货未退款,已提现
44699,DD20170812143324582EB5870D351,3.5,3.5,雪碧330ml,2017-10-23 20:40:00,B,已出货未退款,已提现
44701,DD201708110432001308F9A326312,5.0,5.0,脉动,2017-10-23 20:52:00,B,已出货未退款,已提现
44710,DD20170805192249471FD55D1EE57,3.0,3.0,怡宝纯净水,2017-10-23 21:18:00,B,已出货未退款,已提现
44732,DD20170805192403388008B606C6F,4.0,4.0,雪碧（500ml）,2017-10-23 23:36:00,B,已出货未退款,已提现
44733,DD20170811045559844382374361E,5.0,5.0,王老吉（500ml）,2017-10-23 23:37:00,B,已出货未退款,已提现
44736,DD201708167493589421735045798,1.5,1.5,40g双汇玉米热狗肠,2017-10-24 00:18:00,B,已出货未退款,已提现
44739,DD2017071015401855C30833E993D,3.0,3.0,伊利优酸乳,2017-10-24 00:33:00,B,已出货未退款,已提现
44748,DD2017080519394355CD65CDE951E,4.0,4.0,统一冰红茶,2017-10-24 03:06:00,B,已出货未退款,已提现
44749,DD20170810075922669C32842A02D,3.5,3.5,东鹏特饮,2017-10-24 03:31:00,B,已出货未退款,已提现
44757,DD2017080519423676164CC8DF566,5.0,5.0,营养快线,2017-10-24 05:00:00,B,已出货未退款,已提现
44758,DD201708167493590127464393259,4.5,4.5,78g卫龙亲嘴语辣条,2017-10-24 05:01:00,B,已出货未退款,已提现
44759,DD201708167493590186796307894,5.0,5.0,13g无穷烤鸡小腿蜂蜜味,2017-10-24 05:02:00,B,已出货未退款,已提现
44762,DD201708167493590240392169862,4.5,4.5,250ml燕塘甜牛奶,2017-10-24 05:29:00,B,已出货未退款,已提现
44765,DD20170816749359040343431029,6.0,6.0,86g合味道海鲜风味,2017-10-24 06:05:00,B,已出货未退款,已提现
44766,DD201708167493590425514487343,3.0,3.0,250ml维他奶巧克力味,2017-10-24 07:17:00,B,已出货未退款,已提现
44771,DD201708167493590521310036987,6.0,6.0,370g泰奇八宝粥,2017-10-24 08:00:00,B,已出货未退款,已提现
44772,DD2017052200085431DCC23A66F36,3.0,3.0,维他奶,2017-10-24 08:01:00,B,已出货未退款,已提现
44774,DD20170805195447207C271C95E8F,6.0,6.0,红牛,2017-10-24 08:55:00,B,已出货未退款,已提现
44777,DD201708167493590644435897234,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-10-24 09:03:00,B,已出货未退款,已提现
44778,DD2017052200124485BCB9ECC214F,6.0,6.0,安慕希酸奶,2017-10-24 09:42:00,B,已出货未退款,已提现
44798,DD201708167493591153930763095,3.0,3.0,250ml维他柠檬茶,2017-10-24 12:13:00,B,已出货未退款,已提现
44804,DD201708052006051075226ED96C9,3.5,3.5,统一冰红茶,2017-10-24 12:16:00,B,已出货未退款,已提现
44808,DD201708167493789878589478448,3.0,3.0,250ml维他柠檬茶,2017-10-24 12:18:00,B,已出货未退款,已提现
44809,DD20170805200729143D713220383,3.0,3.0,可口可乐最新款,2017-10-24 12:18:00,B,已出货未退款,已提现
44817,DD201708167493789863876329082,3.0,3.0,250ml维他柠檬茶,2017-10-24 12:32:00,B,已出货未退款,已提现
44818,DD2017080520125611DC23A11082F,3.0,3.0,芬达330ml,2017-10-24 12:32:00,B,已出货未退款,已提现
44822,DD2017080520144317C1EBEE2DB96,3.5,3.5,伊利纯牛奶,2017-10-24 12:49:00,B,已出货未退款,已提现
44827,DD201708167493490423834877197,3.0,3.0,250ml维他柠檬茶,2017-10-24 13:10:00,B,已出货未退款,已提现
44828,DD201708052015381748969CB7987,3.0,3.0,怡宝纯净水,2017-10-24 13:10:00,B,已出货未退款,已提现
44836,DD201708167493591809001715281,7.0,7.0,330ml伊利畅意乳酸菌原味,2017-10-24 13:29:00,B,已出货未退款,已提现
44839,DD201708167493789733379492781,3.0,3.0,250ml维他原味豆奶,2017-10-24 14:03:00,B,已出货未退款,已提现
44840,DD201708052020102596021F17B30,4.0,4.0,银鹭八宝粥,2017-10-24 14:03:00,B,已出货未退款,已提现
44842,DD201708167493591992675156415,3.5,3.5,250ml维他椰子植物蛋白饮料,2017-10-24 14:08:00,B,已出货未退款,已提现
44846,DD201708141334369701A7008EDCF,4.0,4.0,统一冰红茶,2017-10-24 15:03:00,B,已出货未退款,已提现
44851,DD20170805203228870C43141CEA3,4.0,4.0,王老吉（罐）,2017-10-24 15:33:00,B,已出货未退款,已提现
44857,DD201706230743044085BDFF1F491,3.0,3.0,雪碧（500ml）,2017-10-24 16:06:00,B,已出货未退款,已提现
44869,DD201708131610439699618DFDDF5,3.5,3.5,可口可乐330ml,2017-10-24 16:28:00,B,已出货未退款,已提现
44880,DD2017080420432753EA8B91C4B11,3.0,3.0,怡宝纯净水,2017-10-24 16:42:00,B,已出货未退款,已提现
44886,DD2017080420454889CA71FE05D64,3.0,3.0,可口可乐最新款,2017-10-24 16:51:00,B,已出货未退款,已提现
44890,DD201708167493284662718669206,4.0,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-10-24 17:07:00,B,已出货未退款,已提现
44891,DD2017080520460850B329071D00A,5.0,5.0,王老吉（500ml）,2017-10-24 17:07:00,B,已出货未退款,已提现
44895,DD201708167493278219442750211,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017-10-24 17:16:00,B,已出货未退款,已提现
44907,DD2017080520482411D53E55A82AE,5.0,5.0,雪碧（500ml）,2017-10-24 17:45:00,B,已出货未退款,已提现
44909,DD201708167493593977018777797,4.0,4.0,20g咪咪虾条马来西亚风味,2017-10-24 17:46:00,B,已出货未退款,已提现
44918,DD201708167493283187771168378,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017-10-24 18:00:00,B,已出货未退款,已提现
44926,DD201708052056262796E211284B7,4.0,4.0,阿萨姆奶茶,2017-10-24 18:22:00,B,已出货未退款,已提现
44930,DD201708167493594891485637694,6.5,6.5,70g乐事薯片黄瓜味,2017-10-24 18:25:00,B,已出货未退款,已提现
44938,DD20170812152624165125507815D,3.5,3.5,雪碧330ml,2017-10-24 18:43:00,B,已出货未退款,已提现
44946,DD2017081413355718EB155F869AE,3.0,3.0,怡宝纯净水,2017-10-24 18:52:00,B,已出货未退款,已提现
44953,DD20170804204850816F3083079F9,4.0,4.0,统一绿茶,2017-10-24 19:07:00,B,已出货未退款,已提现
44955,DD2017080420491554D342BC70BE9,4.0,4.0,果粒橙,2017-10-24 19:13:00,B,已出货未退款,已提现
44956,DD201708121528277565268C0183D,3.0,3.0,怡宝纯净水,2017-10-24 19:14:00,B,已出货未退款,已提现
44958,DD201708167493288546726509735,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-10-24 19:15:00,B,已出货未退款,已提现
44960,DD201708110738098872E40A652C2,3.0,3.0,怡宝纯净水,2017-10-24 19:35:00,B,已出货未退款,已提现
44963,DD2017080521142322C3240268BC5,5.0,5.0,王老吉（500ml）,2017-10-24 19:39:00,B,已出货未退款,已提现
44967,DD201708167493595932427123468,6.0,6.0,86g合味道海鲜风味,2017-10-24 19:42:00,B,已出货未退款,已提现
44969,DD2017052211302751F97AE4E631B,3.0,3.0,可口可乐（500ml）,2017-10-24 19:50:00,B,已出货未退款,已提现
44973,DD201708167493596212189765934,9.0,9.0,52g旺旺仙贝,2017-10-24 19:52:00,B,已出货未退款,已提现
44976,DD20170704121829692DCD571BAFE,3.0,3.0,卫龙大面筋,2017-10-24 20:02:00,B,已出货未退款,已提现
44978,DD20170809173439844B623552BDC,4.0,4.0,王老吉（罐）,2017-10-24 20:03:00,B,已出货未退款,已提现
44983,DD20170804205147549FB1DEA1B8E,5.0,5.0,王老吉（500ml）,2017-10-24 20:11:00,B,已出货未退款,已提现
44986,DD20170728114346648A8EDA24E19,3.0,3.0,卫龙大面筋,2017-10-24 20:17:00,B,已出货未退款,已提现
44995,DD201708167493353927892912,4.5,4.5,250ml燕塘甜牛奶,2017-10-24 20:33:00,B,已出货未退款,已提现
44998,DD20170522120731993D36A4F4686,3.5,3.5,统一冰红茶,2017-10-24 20:34:00,B,已出货未退款,已提现
45001,DD201708167493787287797103725,3.0,3.0,250ml维他柠檬茶,2017-10-24 20:39:00,B,已出货未退款,已提现
45002,DD2017080521374362441C0C1BF22,4.0,4.0,雪碧（500ml）,2017-10-24 20:39:00,B,已出货未退款,已提现
45006,DD2017080420571214731E5357E30,4.0,4.0,果粒橙,2017-10-24 20:46:00,B,已出货未退款,已提现
45020,DD2017071111060451ED1A6515BB0,3.0,3.0,冰糖雪梨,2017-10-24 21:03:00,B,已出货未退款,已提现
45024,DD201708167493597612932572445,2.0,2.0,双汇玉米热狗肠,2017-10-24 21:12:00,B,已出货未退款,已提现
45025,DD201708121529361548B0AD3B935,4.0,4.0,果粒橙,2017-10-24 21:14:00,B,已出货未退款,已提现
45029,DD2017081107463890BAE8CE25248,4.0,4.0,果粒橙,2017-10-24 21:32:00,B,已出货未退款,已提现
45030,DD20170811091002310444C2D41CC,3.0,3.0,怡宝纯净水,2017-10-24 21:33:00,B,已出货未退款,已提现
45031,DD201708071736443153931662BF5,4.0,4.0,王老吉（500ml）,2017-10-24 21:42:00,B,已出货未退款,已提现
45034,DD2017080420574855A3940FF0ED6,4.0,4.0,可口可乐（500ml）,2017-10-24 21:46:00,B,已出货未退款,已提现
45037,DD201708167493918133242270162,6.0,6.0,86g合味道海鲜风味,2017-10-24 22:02:00,B,已出货未退款,已提现
45041,DD2017072811574798364701FF449,3.0,3.0,雪碧最新款,2017-10-24 22:05:00,B,已出货未退款,已提现
45043,DD20170805232024178E6C0001816,3.0,3.0,怡宝纯净水,2017-10-24 22:06:00,B,已出货未退款,已提现
45047,DD20170522130201483417515FADD,5.0,5.0,天地一号,2017-10-24 22:18:00,B,已出货未退款,已提现
45049,DD201708167493787217222985314,3.0,3.0,2g韩国海牌海苔,2017-10-24 22:19:00,B,已出货未退款,已提现
45050,DD201708052331243392BF3CFC2C4,3.5,3.5,芬达330ml,2017-10-24 22:19:00,B,已出货未退款,已提现
45054,DD201708167493365235397768573,3.5,3.5,250ML东鹏特饮,2017-10-24 22:27:00,B,已出货未退款,已提现
45062,DD201708167493598829523382768,7.0,7.0,150g洽洽原香瓜子,2017-10-24 23:01:00,B,已出货未退款,已提现
45066,DD2017080523555857CF16FF4E66E,3.0,3.0,统一绿茶,2017-10-24 23:11:00,B,已出货未退款,已提现
45073,DD201708167493599048135999979,28.0,28.0,150g健能酸奶原味,2017-10-24 23:35:00,B,已出货未退款,已提现
45082,DD201708167493599402318561356,1.6,1.6,20g咪咪虾条马来西亚风味,2017-10-25 00:02:00,B,已出货未退款,已提现
45088,DD2017080600544316D4FD278DC45,6.0,6.0,红牛,2017-10-25 00:06:00,B,已出货未退款,已提现
45096,DD20170522145424120A0AC870AF7,3.5,3.5,东鹏特饮,2017-10-25 00:24:00,B,已出货未退款,已提现
45106,DD201708167493599764692536704,1.5,1.5,40g双汇玉米热狗肠,2017-10-25 00:59:00,B,已出货未退款,已提现
45109,DD2017052215400514B65B23C5DA6,3.5,3.5,卫龙大面筋,2017-10-25 01:07:00,B,已出货未退款,已提现
45111,DD201708167493491918520504371,5.5,5.5,205g伊利安慕希原味,2017-10-25 01:08:00,B,已出货未退款,已提现
45112,DD2017080602090729310E329A804,3.0,3.0,芬达330ml,2017-10-25 01:08:00,B,已出货未退款,已提现
45115,DD2017052216290715E4F7BCE46D6,4.0,4.0,东鹏特饮,2017-10-25 01:20:00,B,已出货未退款,已提现
45118,DD20170814213306271C0C16C267B,3.5,3.5,雪碧330ml,2017-10-25 01:28:00,B,已出货未退款,已提现
45120,DD201708167493599971739422477,2.4,2.4,20g马来西亚风味咪咪蟹味粒0219,2017-10-25 02:48:00,B,已出货未退款,已提现
45122,DD201708167493600005735107165,3.0,3.0,250ml维他柠檬茶,2017-10-25 02:57:00,B,已出货未退款,已提现
45127,DD2017052216444213780FDF3B6D2,2.5,2.5,伊利优酸乳,2017-10-25 03:41:00,B,已出货未退款,已提现
45137,DD20170806073514470C1081CD424,4.0,4.0,王老吉（罐）,2017-10-25 05:16:00,B,已出货未退款,已提现
45138,DD201708167493492113998909403,2.8,2.8,旺仔牛奶,2017-10-25 05:16:00,B,已出货未退款,已提现
45146,DD201708167493600559827051319,2.5,2.5,145ml旺仔牛奶盒装,2017-10-25 07:40:00,B,已出货未退款,已提现
45147,DD20170816749360071213596059,5.5,5.5,250ml红牛,2017-10-25 07:41:00,B,已出货未退款,已提现
45150,DD20170522165315610474EBDDDA2,3.5,3.5,冰糖雪梨,2017-10-25 07:43:00,B,已出货未退款,已提现
45152,DD201705221707076995DF97E4337,1.0,1.0,咪咪,2017-10-25 07:50:00,B,已出货未退款,已提现
45154,DD2017080607510971A7A91F13FBB,4.0,4.0,统一冰红茶,2017-10-25 07:53:00,B,已出货未退款,已提现
45160,DD2017052217354473955E8D67FEB,3.0,3.0,卫龙大面筋,2017-10-25 08:13:00,B,已出货未退款,已提现
45167,DD2017052217360695FFF0D3845EC,2.0,2.0,怡宝纯净水,2017-10-25 08:28:00,B,已出货未退款,已提现
45169,DD2017052217372357A11B1568663,3.0,3.0,卫龙大面筋,2017-10-25 08:29:00,B,已出货未退款,已提现
45171,DD201708167493601317584547823,1.5,1.5,12g劲仔小鱼麻辣味,2017-10-25 08:34:00,B,已出货未退款,已提现
45179,DD20170806085041786B65C780CC3,4.0,4.0,统一冰红茶,2017-10-25 10:04:00,B,已出货未退款,已提现
45181,DD20170522174732284FB58AE9478,15.0,15.0,口味王槟榔（红）,2017-10-25 10:05:00,B,已出货未退款,已提现
45183,DD2017052217514558DA5D6573090,3.0,3.0,果粒橙,2017-10-25 10:06:00,B,已出货未退款,已提现
45185,DD201708167493601506427839175,4.5,4.5,78g卫龙亲嘴语辣条,2017-10-25 10:08:00,B,已出货未退款,已提现
45190,DD201708167493601720171100641,4.5,4.5,250ML东鹏特饮,2017-10-25 10:54:00,B,已出货未退款,已提现
45191,DD201708167493492197527495864,3.0,3.0,250ml维他奶巧克力味,2017-10-25 11:06:00,B,已出货未退款,已提现
45192,DD20170806091927516CCF4F07E5E,4.0,4.0,统一冰红茶,2017-10-25 11:06:00,B,已出货未退款,已提现
45205,DD201708167493601971166959266,3.0,3.0,250ml维他原味豆奶,2017-10-25 12:10:00,B,已出货未退款,已提现
45209,DD20170522181348519A5BE7B5B26,3.5,3.5,东鹏特饮,2017-10-25 12:12:00,B,已出货未退款,已提现
45214,DD2017052218325579D4E21368A21,1.0,1.0,好吃点小饼干,2017-10-25 12:15:00,B,已出货未退款,已提现
45218,DD201705221842081158DA8E7C47B,4.0,4.0,阿萨姆奶茶,2017-10-25 12:17:00,B,已出货未退款,已提现
45222,DD201708167493783999352019512,3.0,3.0,250ml维他原味豆奶,2017-10-25 12:25:00,B,已出货未退款,已提现
45223,DD2017080613200910F05F5D5F4F3,4.5,4.5,阿萨姆奶茶,2017-10-25 12:25:00,B,已出货未退款,已提现
45224,DD20170522190320627E44949C602,4.0,4.0,阿萨姆奶茶,2017-10-25 12:27:00,B,已出货未退款,已提现
45233,DD201708167493602669159425638,0.5,0.5,10g卫龙亲嘴烧香辣味,2017-10-25 12:57:00,B,已出货未退款,已提现
45235,DD201708167493602752986580209,4.5,4.5,65g卫龙亲嘴豆皮,2017-10-25 13:04:00,B,已出货未退款,已提现
45236,DD201708167493602759812922063,4.5,4.5,40g乐事薯片黄瓜味,2017-10-25 13:08:00,B,已出货未退款,已提现
45237,DD20170806143658470F47D2C30DF,1.0,1.0,香豆干,2017-10-25 13:10:00,B,已出货未退款,已提现
45239,DD201708167493602804409371946,0.8,0.8,咪咪虾条马来西亚风味,2017-10-25 13:11:00,B,已出货未退款,已提现
45240,DD201708167493783817908882497,3.0,3.0,250ml维他柠檬茶,2017-10-25 13:20:00,B,已出货未退款,已提现
45241,DD201708061439072945F13191ABE,1.0,1.0,香豆干,2017-10-25 13:20:00,B,已出货未退款,已提现
45243,DD201708167493602854798994752,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-10-25 13:31:00,B,已出货未退款,已提现
45247,DD201708167493603180742538288,1.5,1.5,40g双汇玉米热狗肠,2017-10-25 14:45:00,B,已出货未退款,已提现
45249,DD20170816749378370751991639,3.0,3.0,150g健能酸奶原味,2017-10-25 14:47:00,B,已出货未退款,已提现
45250,DD2017080615093318E74ED806B72,4.0,4.0,王老吉（500ml）,2017-10-25 14:47:00,B,已出货未退款,已提现
45251,DD2017080615111712FEA9A7388F2,4.0,4.0,王老吉（500ml）,2017-10-25 14:51:00,B,已出货未退款,已提现
45253,DD2017052220215370DFC4DD0D8AC,2.0,2.0,怡宝纯净水,2017-10-25 15:04:00,B,已出货未退款,已提现
45255,DD20170809174454700BD71FD9898,4.0,4.0,统一冰红茶,2017-10-25 15:05:00,B,已出货未退款,已提现
45269,DD201708167493603597777856612,4.5,4.5,250ml燕塘甜牛奶,2017-10-25 15:34:00,B,已出货未退款,已提现
45270,DD201708167493603600671683397,6.5,6.5,91g徐福记凤梨酥,2017-10-25 15:35:00,B,已出货未退款,已提现
45273,DD20170816749349264967607196,4.5,4.5,78g卫龙亲嘴语辣条,2017-10-25 15:39:00,B,已出货未退款,已提现
45274,DD2017052221162865F1E24ADCE01,3.0,3.0,雪碧最新款,2017-10-25 15:39:00,B,已出货未退款,已提现
45275,DD20170804211221116038ABFB4A7,5.0,5.0,脉动,2017-10-25 15:40:00,B,已出货未退款,已提现
45276,DD2017080421151773EDEEE070866,3.0,3.0,怡宝纯净水,2017-10-25 15:41:00,B,已出货未退款,已提现
45282,DD201708167493603922102888982,7.0,7.0,250ml燕塘甜牛奶,2017-10-25 16:08:00,B,已出货未退款,已提现
45284,DD201708167493603937406504804,3.5,3.5,600ml可口可乐,2017-10-25 16:11:00,B,已出货未退款,已提现
45285,DD201708042117575058051E68BA2,3.0,3.0,怡宝纯净水,2017-10-25 16:21:00,B,已出货未退款,已提现
45287,DD20170804211946173C65BF9E833,4.0,4.0,统一冰红茶,2017-10-25 16:24:00,B,已出货未退款,已提现
45297,DD201708042131037257B3D0EE47A,3.5,3.5,伊利优酸乳,2017-10-25 17:44:00,B,已出货未退款,已提现
45302,DD201708167493604213968636325,11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017-10-25 17:48:00,B,已出货未退款,已提现
45303,DD2017080421334039338B98773F8,3.0,3.0,怡宝纯净水,2017-10-25 17:49:00,B,已出货未退款,已提现
45304,DD201708167493604383077295146,5.0,5.0,500ml统一阿萨姆奶茶,2017-10-25 17:50:00,B,已出货未退款,已提现
45305,DD20170816749378170730506361,3.0,3.0,250ml维他奶巧克力味,2017-10-25 17:53:00,B,已出货未退款,已提现
45306,DD2017080618051486CC01633FB62,2.0,2.0,鸭翅,2017-10-25 17:53:00,B,已出货未退款,已提现
45307,DD201708167493604447030497306,4.5,4.5,65g卫龙亲嘴豆皮,2017-10-25 17:54:00,B,已出货未退款,已提现
45309,DD201708042140284504A90454C3C,4.5,4.5,阿萨姆奶茶,2017-10-25 18:13:00,B,已出货未退款,已提现
45312,DD201708167493604561321422137,3.0,3.0,250ml维他柠檬茶,2017-10-25 18:22:00,B,已出货未退款,已提现
45313,DD2017080618435789092F2E5F572,4.0,4.0,脉动,2017-10-25 18:24:00,B,已出货未退款,已提现
45318,DD20170804214049512B2F7C86529,3.0,3.0,伊利优酸乳,2017-10-25 18:59:00,B,已出货未退款,已提现
45322,DD201708111009414317752DC6C56,3.0,3.0,怡宝纯净水,2017-10-25 19:31:00,B,已出货未退款,已提现
45323,DD201708167493604831037970356,5.5,5.5,205g伊利安慕希原味,2017-10-25 19:32:00,B,已出货未退款,已提现
45324,DD20170804214146230FFB33083E9,4.0,4.0,统一冰红茶,2017-10-25 19:35:00,B,已出货未退款,已提现
45328,DD201708167493605161591210739,4.5,4.5,250ml燕塘原味酸奶,2017-10-25 19:40:00,B,已出货未退款,已提现
45339,DD201708121530261409BBC25A53E,3.0,3.0,怡宝纯净水,2017-10-25 19:59:00,B,已出货未退款,已提现
45342,DD2017080619231539A693C6F00AA,2.0,2.0,怡宝纯净水,2017-10-25 20:03:00,B,已出货未退款,已提现
45347,DD2017052223260491C55D4766567,3.0,3.0,统一冰红茶,2017-10-25 20:15:00,B,已出货未退款,已提现
45356,DD20170806193004321531F36B798,2.0,2.0,怡宝纯净水,2017-10-25 20:26:00,B,已出货未退款,已提现
45359,DD20170812153050536A1D0DB814F,3.0,3.0,怡宝纯净水,2017-10-25 20:28:00,B,已出货未退款,已提现
45360,DD201707281252372881C57EA23BC,3.0,3.0,熊字饼,2017-10-25 20:30:00,B,已出货未退款,已提现
45363,DD201708167493867360068685025,12.0,12.0,13g无穷烤鸡小腿蜂蜜味,2017-10-25 20:34:00,B,已出货未退款,已提现
45364,DD201708167493235067210169085,4.5,4.5,68g好丽友巧克力派2枚,2017-10-25 20:35:00,B,已出货未退款,已提现
45365,DD2017062722421043F5C4F93A6A9,3.0,3.0,雪碧（500ml）,2017-10-25 20:35:00,B,已出货未退款,已提现
45375,DD2017080422594470E55A383C6EC,5.0,5.0,营养快线,2017-10-25 21:21:00,B,已出货未退款,已提现
45379,DD201708042308526008FDDC2343C,3.0,3.0,怡宝纯净水,2017-10-25 21:24:00,B,已出货未退款,已提现
45385,DD201708167493606498676091727,12.5,12.5,30g无穷农场盐_鸡蛋,2017-10-25 22:02:00,B,已出货未退款,已提现
45387,DD201708167493606627532584509,6.0,6.0,30g无穷农场盐_鸡蛋,2017-10-25 22:10:00,B,已出货未退款,已提现
45391,DD201708167493222602439495824,6.0,6.0,268ml雀巢咖啡丝滑拿铁,2017-10-25 22:16:00,B,已出货未退款,已提现
45393,DD2017052307340888E8056B4BA58,4.0,4.0,脉动,2017-10-25 22:29:00,B,已出货未退款,已提现
45395,DD201708167493606767113089973,3.0,3.0,250ml维他奶巧克力味,2017-10-25 22:37:00,B,已出货未退款,已提现
45396,DD201708167493606770655784491,0.0,0.0,50g马赛克手撕鱿鱼条,2017-10-25 22:48:00,B,已出货未退款,已提现
45405,DD201708167493607167870265031,5.5,5.5,70g乐事薯片（黄瓜味）,2017-10-25 23:29:00,B,已出货未退款,已提现
45407,DD201708167493607297795123051,4.0,4.0,450ml美汁源果粒橙,2017-10-25 23:53:00,B,已出货未退款,已提现
45410,DD201708167493607516705904988,3.0,3.0,40g双汇玉米热狗肠,2017-10-26 00:04:00,B,已出货未退款,已提现
45415,DD201708167493607684101720385,87.5,87.5,100g*5瓶益力多,2017-10-26 00:22:00,B,已出货未退款,已提现
45419,DD201708167493925630467125745,4.0,4.0,脉动,2017-10-26 00:41:00,B,已出货未退款,已提现
