,订单号,应付金额,实际金额,商品,支付时间,地点,状态,提现
38385,DD2017072903184784BCB570E2C45,2.0,2.0,怡宝纯净水,2017-10-03 14:00:00,C,已出货未退款,已提现
38386,DD2017043010555715EA62313BA3A,2.5,2.5,雪碧330ml,2017-10-03 14:14:00,C,已出货未退款,已提现
38388,DD2017043011285091D31BED624A4,2.5,2.5,伊利优酸乳,2017-10-03 14:39:00,C,已出货未退款,已提现
38391,DD201708167493403061288939925,2.5,2.5,无穷农场盐_鸡蛋,2017-10-03 14:54:00,C,已出货未退款,已提现
38395,DD2017043011373181D1DFCCA6D49,4.0,4.0,阿萨姆奶茶,2017-10-03 15:23:00,C,已出货未退款,已提现
38400,DD201708167493403522644054287,0.0,0.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-10-03 15:26:00,C,已出货未退款,已提现
38405,DD201708167493403665758550284,2.5,2.5,34g公仔迷你杯风味排骨味,2017-10-03 15:37:00,C,已出货未退款,已提现
38409,DD201708167493403945370406322,4.5,4.5,燕塘原味酸奶,2017-10-03 16:43:00,C,已出货未退款,已提现
38411,DD20170430120905404BC6908E5CD,2.5,2.5,雪碧330ml,2017-10-03 17:19:00,C,已出货未退款,已提现
38415,DD2017043012153599A4DCB5F66A4,4.0,4.0,营养快线,2017-10-03 17:30:00,C,已出货未退款,已提现
38416,DD201708167493421222040328101,1.6,1.6,2g韩国海牌海苔,2017-10-03 17:31:00,C,已出货未退款,已提现
38417,DD2017072911041917D7DDF5E869A,1.5,1.5,鸭翅,2017-10-03 17:31:00,C,已出货未退款,已提现
38418,DD201708167493404024957039852,4.5,4.5,燕塘原味酸奶,2017-10-03 17:34:00,C,已出货未退款,已提现
38422,DD2017043012213045845895E3CA4,4.0,4.0,营养快线,2017-10-03 17:49:00,C,已出货未退款,已提现
38425,DD201708167493404245532281899,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017-10-03 18:10:00,C,已出货未退款,已提现
38429,DD201708167493421273722128768,3.5,3.5,55g奥利奥原味芝士饼干,2017-10-03 18:22:00,C,已出货未退款,已提现
38430,DD2017072911233073821A6A7578C,1.0,1.0,香豆干,2017-10-03 18:22:00,C,已出货未退款,已提现
38433,DD201708167493404672615966737,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-10-03 18:26:00,C,已出货未退款,已提现
38435,DD201708167493881606038164205,1.8,1.8,32g卫龙亲嘴烧,2017-10-03 18:47:00,C,已出货未退款,已提现
38436,DD20170729121158108DE54CCF092,3.0,3.0,熊字饼,2017-10-03 18:47:00,C,已出货未退款,已提现
38440,DD201708167493404800371407952,5.5,5.5,205g伊利安慕希原味,2017-10-03 20:08:00,C,已出货未退款,已提现
38441,DD20170816749340480295489515,4.5,4.5,85g统一老坛酸菜牛肉面,2017-10-03 20:20:00,C,已出货未退款,已提现
38442,DD20170816749340481698811599,10.0,10.0,225g味之不规则饼干芝士味,2017-10-03 20:27:00,C,已出货未退款,已提现
38443,DD201704301359542641815AC781C,4.0,4.0,王老吉（500ml）,2017-10-03 20:38:00,C,已出货未退款,已提现
38451,DD201708167493405026993929352,4.0,4.0,250ml燕塘甜牛奶,2017-10-03 21:18:00,C,已出货未退款,已提现
38467,DD20170816749340553088808728,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-10-03 22:42:00,C,已出货未退款,已提现
38468,DD201708167493405534933557099,10.5,10.5,600ml雪碧,2017-10-03 23:00:00,C,已出货未退款,已提现
38470,DD2017081674938821969487729,1.8,1.8,32g卫龙亲嘴烧,2017-10-03 23:06:00,C,已出货未退款,已提现
38471,DD2017072913545966932B394DDB8,4.0,4.0,熊字饼,2017-10-03 23:06:00,C,已出货未退款,已提现
38472,DD201708167493882386210343877,1.8,1.8,32g卫龙亲嘴烧,2017-10-03 23:27:00,C,已出货未退款,已提现
38473,DD2017072913553026235389F3CCB,3.5,3.5,果粒橙,2017-10-03 23:27:00,C,已出货未退款,已提现
38477,DD201708167493405701646613669,4.0,4.0,55g奥利奥原味夹心饼干,2017-10-04 00:09:00,C,已出货未退款,已提现
38479,DD2017043014262432EFB49D69458,4.5,4.5,好吃点,2017-10-04 00:14:00,C,已出货未退款,已提现
38487,DD201708167493405814378998507,3.2,3.2,20g咪咪虾条马来西亚风味,2017-10-04 01:30:00,C,已出货未退款,已提现
38488,DD2017043014300152B68E7772BE7,3.5,3.5,东鹏特饮,2017-10-04 01:31:00,C,已出货未退款,已提现
38490,DD2017043014522335EC82E674E3D,2.0,2.0,怡宝纯净水,2017-10-04 01:32:00,C,已出货未退款,已提现
38501,DD201708167493406018882403213,3.0,3.0,45g双汇泡面拍挡,2017-10-04 05:15:00,C,已出货未退款,已提现
38510,DD201708167493406392417621764,3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017-10-04 07:43:00,C,已出货未退款,已提现
38516,DD20170816749340661132793034,3.5,3.5,85g新麦潮手撕面包（提子味）,2017-10-04 07:56:00,C,已出货未退款,已提现
38517,DD2017043015034321310A09B2EE2,3.0,3.0,茉莉蜜茶,2017-10-04 07:58:00,C,已出货未退款,已提现
38519,DD201708167493882940696639464,1.8,1.8,32g卫龙亲嘴烧,2017-10-04 07:59:00,C,已出货未退款,已提现
38520,DD201707291535476948ED3DF03AF,4.5,4.5,脉动,2017-10-04 07:59:00,C,已出货未退款,已提现
38521,DD201708167493406669796677696,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-04 08:01:00,C,已出货未退款,已提现
38522,DD201708167493883192047493172,1.8,1.8,32g卫龙亲嘴烧,2017-10-04 08:02:00,C,已出货未退款,已提现
38523,DD201707291536228894B2E5362DE,3.5,3.5,统一绿茶,2017-10-04 08:02:00,C,已出货未退款,已提现
38528,DD201708167493406921573684688,12.8,12.8,韩国海牌海苔,2017-10-04 08:37:00,C,已出货未退款,已提现
38530,DD20170430150350966FF3158303F,3.0,3.0,统一冰红茶,2017-10-04 08:38:00,C,已出货未退款,已提现
38534,DD201708167493876726172483959,2.5,2.5,145ml旺仔牛奶盒装,2017-10-04 09:45:00,C,已出货未退款,已提现
38541,DD2017043015040943BA5840A1893,4.0,4.0,脉动,2017-10-04 10:13:00,C,已出货未退款,已提现
38557,DD201708167493407729757637656,4.5,4.5,52g旺旺仙贝,2017-10-04 12:05:00,C,已出货未退款,已提现
38564,DD201708167493408168694842091,9.0,9.0,52g旺旺仙贝,2017-10-04 12:17:00,C,已出货未退款,已提现
38566,DD20170430154734519CF35522526,2.0,2.0,怡宝纯净水,2017-10-04 12:19:00,C,已出货未退款,已提现
38571,DD201708167493408462840527961,3.5,3.5,600ml可口可乐,2017-10-04 12:27:00,C,已出货未退款,已提现
38573,DD2017043015555284F77BB84EFA9,10.0,10.0,湘潭铺子(羽泉版),2017-10-04 12:30:00,C,已出货未退款,已提现
38575,DD201708167493408491188690792,0.0,0.0,12g劲仔小鱼麻辣味,2017-10-04 12:32:00,C,已出货未退款,已提现
38581,DD201704301606288543E667EF286,2.0,2.0,怡宝纯净水,2017-10-04 13:29:00,C,已出货未退款,已提现
38586,DD201708167493409040381642856,4.0,4.0,85g新麦潮手撕面包（提子味）,2017-10-04 13:37:00,C,已出货未退款,已提现
38587,DD20170816749340909053218419,4.5,4.5,68g好丽友蛋黄派2枚,2017-10-04 13:39:00,C,已出货未退款,已提现
38590,DD2017043016132082D33AEF19625,2.0,2.0,怡宝纯净水,2017-10-04 13:58:00,C,已出货未退款,已提现
38592,DD201708167493409255797014917,4.5,4.5,250ml燕塘原味酸奶,2017-10-04 13:59:00,C,已出货未退款,已提现
38593,DD201708167493883755094103838,1.8,1.8,32g卫龙亲嘴烧,2017-10-04 14:00:00,C,已出货未退款,已提现
38594,DD20170430164158133390CBC775E,4.0,4.0,阿萨姆奶茶,2017-10-04 14:00:00,C,已出货未退款,已提现
38596,DD201708167493409273763404588,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-10-04 14:01:00,C,已出货未退款,已提现
38597,DD2017043017433540E8B3DFC4EFC,4.0,4.0,脉动,2017-10-04 14:02:00,C,已出货未退款,已提现
38601,DD201708167493409407922764386,3.2,3.2,20g咪咪虾条马来西亚风味,2017-10-04 14:07:00,C,已出货未退款,已提现
38604,DD2017071016384268E888BA257B0,4.0,4.0,阿萨姆煎茶奶绿,2017-10-04 14:14:00,C,已出货未退款,已提现
38606,DD201708167493409625136556337,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017-10-04 14:30:00,C,已出货未退款,已提现
38609,DD2017073120374913E9B47C0E592,3.0,3.0,怡宝纯净水,2017-10-04 14:49:00,C,已出货未退款,已提现
38613,DD201708167493409927320127092,4.5,4.5,250ml燕塘甜牛奶,2017-10-04 15:03:00,C,已出货未退款,已提现
38615,DD201708167493409948196341911,0.8,0.8,20g咪咪虾条马来西亚风味,2017-10-04 15:08:00,C,已出货未退款,已提现
38619,DD2017043017553814EF82A16D2A2,4.0,4.0,营养快线,2017-10-04 15:25:00,C,已出货未退款,已提现
38622,DD2017043018501664B0072B5A0B4,4.0,4.0,阿萨姆奶茶,2017-10-04 15:33:00,C,已出货未退款,已提现
38626,DD201708167493410324822777616,7.0,7.0,维他原味豆奶,2017-10-04 15:45:00,C,已出货未退款,已提现
38627,DD2017073120383938AD9945342F0,4.0,4.0,统一冰红茶,2017-10-04 15:59:00,C,已出货未退款,已提现
38637,DD201708167493410503390239025,0.8,0.8,20g马来西亚风味咪咪蟹味粒0219,2017-10-04 17:11:00,C,已出货未退款,已提现
38642,DD20170430195028806C5103C82E0,2.0,2.0,怡宝纯净水,2017-10-04 17:35:00,C,已出货未退款,已提现
38644,DD201708167493410746465684628,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-10-04 17:37:00,C,已出货未退款,已提现
38647,DD20170430211715259BE78077522,4.0,4.0,东鹏特饮,2017-10-04 17:42:00,C,已出货未退款,已提现
38650,DD2017043022284558150ADC4C9D7,1.5,1.5,小鱼仔,2017-10-04 17:50:00,C,已出货未退款,已提现
38652,DD201708167493410980478795733,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017-10-04 17:51:00,C,已出货未退款,已提现
38657,DD201708167493422353171476142,36.0,36.0,250ml维他柠檬茶,2017-10-04 18:24:00,C,已出货未退款,已提现
38658,DD2017043022385490CB5C0191BCA,2.5,2.5,雪碧330ml,2017-10-04 18:24:00,C,已出货未退款,已提现
38660,DD201708167493411204118139194,4.5,4.5,250ml燕塘原味酸奶,2017-10-04 18:25:00,C,已出货未退款,已提现
38661,DD201708167493854062203738493,1.5,1.5,40g双汇玉米热狗肠,2017-10-04 18:26:00,C,已出货未退款,已提现
38663,DD2017043022404581BDD017CE07C,4.0,4.0,好吃点,2017-10-04 18:27:00,C,已出货未退款,已提现
38666,DD2017043023193093E0A71017CC8,10.0,10.0,湘潭铺子(羽泉版),2017-10-04 18:29:00,C,已出货未退款,已提现
38673,DD201708167493411354261100567,9.0,9.0,68g好丽友巧克力派2枚,2017-10-04 18:46:00,C,已出货未退款,已提现
38676,DD20170430232358341AE87192DCE,4.0,4.0,营养快线,2017-10-04 19:12:00,C,已出货未退款,已提现
38680,DD201708167493411494833627777,11.0,11.0,85g统一老坛酸菜牛肉面,2017-10-04 19:34:00,C,已出货未退款,已提现
38690,DD201708167493411998459582534,4.5,4.5,250ml燕塘原味酸奶,2017-10-04 21:35:00,C,已出货未退款,已提现
38695,DD20170501000317158D8D0181CEC,4.0,4.0,营养快线,2017-10-04 22:13:00,C,已出货未退款,已提现
38701,DD2017050100301072C0C33A92719,4.0,4.0,阿萨姆奶茶,2017-10-04 22:42:00,C,已出货未退款,已提现
38705,DD201705010052159389AE2FFDC47,4.0,4.0,脉动,2017-10-04 23:14:00,C,已出货未退款,已提现
38709,DD201708167493412533220715807,2.0,2.0,85g新麦潮手撕面包（提子味）,2017-10-04 23:29:00,C,已出货未退款,已提现
38710,DD201708167493412561259725579,4.5,4.5,65g卫龙亲嘴豆皮,2017-10-04 23:35:00,C,已出货未退款,已提现
38713,DD201708167493751513910145573,3.5,3.5,东鹏特饮,2017-10-04 23:51:00,C,已出货未退款,已提现
38720,DD20170729180934161A6D01BCB81,5.0,5.0,阿萨姆奶茶,2017-10-05 01:22:00,C,已出货未退款,已提现
38727,DD2017050102064451ED9DA0E271E,3.5,3.5,东鹏特饮,2017-10-05 01:45:00,C,已出货未退款,已提现
38730,DD201708167493412878574965433,4.0,4.0,55g奥利奥原味芝士饼干,2017-10-05 02:11:00,C,已出货未退款,已提现
38732,DD201708167493413031955109826,9.0,9.0,85g嘉士利果乐果香夹心饼干蓝莓味,2017-10-05 02:41:00,C,已出货未退款,已提现
38736,DD20170816749341313232770012,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017-10-05 02:51:00,C,已出货未退款,已提现
38749,DD201708167493884571680477855,1.8,1.8,32g卫龙亲嘴烧,2017-10-05 07:39:00,C,已出货未退款,已提现
38750,DD20170729181824947F4F3229724,3.5,3.5,雪碧330ml,2017-10-05 07:39:00,C,已出货未退款,已提现
38752,DD201708167493413619065736719,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-05 07:41:00,C,已出货未退款,已提现
38754,DD20170501021224832D62D1B0341,3.5,3.5,东鹏特饮,2017-10-05 07:42:00,C,已出货未退款,已提现
38755,DD2017050102295467EF8EBB88C59,1.5,1.5,香豆干,2017-10-05 07:44:00,C,已出货未退款,已提现
38758,DD20170816749341365816850238,5.0,5.0,无穷农场盐_鸡蛋,2017-10-05 07:47:00,C,已出货未退款,已提现
38760,DD2017072918241987F69FDFD02F9,3.0,3.0,怡宝纯净水,2017-10-05 07:50:00,C,已出货未退款,已提现
38763,DD201707291831337516C83D23DCF,4.0,4.0,统一冰红茶,2017-10-05 07:54:00,C,已出货未退款,已提现
38767,DD20170729183223364481D0F39AF,3.5,3.5,伊利优酸乳,2017-10-05 08:12:00,C,已出货未退款,已提现
38768,DD20170816749341406882435657,6.0,6.0,250ml维他柠檬茶,2017-10-05 08:34:00,C,已出货未退款,已提现
38770,DD201708167493414363358850372,12.5,12.5,100g*5瓶益力多,2017-10-05 08:46:00,C,已出货未退款,已提现
38771,DD20170816749341439295292851,3.0,3.0,250ml维他柠檬茶,2017-10-05 08:50:00,C,已出货未退款,已提现
38774,DD20170501053242831731DF342E2,5.0,5.0,天地一号,2017-10-05 09:04:00,C,已出货未退款,已提现
38777,DD201708167493414535179645563,4.0,4.0,450ml美汁源果粒橙,2017-10-05 09:22:00,C,已出货未退款,已提现
38778,DD201708167493414606070884539,4.5,4.5,250ml燕塘红枣牛奶,2017-10-05 09:33:00,C,已出货未退款,已提现
38780,DD201708167493414756883830234,4.5,4.5,50g上好佳田园薯片番茄味,2017-10-05 10:06:00,C,已出货未退款,已提现
38784,DD2017050105351815DEA16D8CBFF,4.0,4.0,尖叫,2017-10-05 10:25:00,C,已出货未退款,已提现
38788,DD201708167493415037839793631,2.5,2.5,250ml维他椰子味豆奶7716,2017-10-05 12:02:00,C,已出货未退款,已提现
38792,DD201708167493422846542757747,6.0,6.0,160g盼盼手撕面包,2017-10-05 12:06:00,C,已出货未退款,已提现
38793,DD20170729185727889BAB6AAE653,4.5,4.5,脉动,2017-10-05 12:06:00,C,已出货未退款,已提现
38794,DD20170816749341515430059513,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017-10-05 12:09:00,C,已出货未退款,已提现
38798,DD20170816749388496134184507,1.8,1.8,32g卫龙亲嘴烧,2017-10-05 12:18:00,C,已出货未退款,已提现
38799,DD20170729185825742615B897C1F,4.5,4.5,脉动,2017-10-05 12:18:00,C,已出货未退款,已提现
38800,DD201708167493415351819731404,0.8,0.8,20g马来西亚风味咪咪蟹味粒0219,2017-10-05 12:19:00,C,已出货未退款,已提现
38803,DD2017072919023452DE0BF22A353,3.5,3.5,果粒橙,2017-10-05 12:24:00,C,已出货未退款,已提现
38806,DD20170816749342308461032927,6.5,6.5,430g泰奇八宝粥,2017-10-05 12:26:00,C,已出货未退款,已提现
38807,DD201707291904385254FC9CFCAB9,3.0,3.0,怡宝纯净水,2017-10-05 12:26:00,C,已出货未退款,已提现
38809,DD201708167493423117214820132,4.5,4.5,250ml燕塘红枣牛奶,2017-10-05 12:28:00,C,已出货未退款,已提现
38810,DD201707291904533080424EA1551,5.0,5.0,王老吉（500ml）,2017-10-05 12:28:00,C,已出货未退款,已提现
38811,DD201708167493415585446475922,6.5,6.5,250ml红牛,2017-10-05 12:29:00,C,已出货未退款,已提现
38813,DD201708167493415828950188283,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-10-05 12:33:00,C,已出货未退款,已提现
38814,DD201708167493415841836495419,3.0,3.0,250ml维他奶巧克力味,2017-10-05 12:36:00,C,已出货未退款,已提现
38815,DD201708167493415905077429608,4.0,4.0,新麦潮天然酵母面包（牛奶风味）,2017-10-05 12:46:00,C,已出货未退款,已提现
38816,DD201708167493416078220768212,3.5,3.5,维他柠檬茶,2017-10-05 12:47:00,C,已出货未退款,已提现
38817,DD201708167493416118269743806,3.0,3.0,45g双汇泡面拍挡,2017-10-05 12:51:00,C,已出货未退款,已提现
38819,DD201707291918113162C9FA41E54,4.0,4.0,果粒橙,2017-10-05 12:52:00,C,已出货未退款,已提现
38823,DD201708167493416202365862091,2.0,2.0,145ml旺仔牛奶盒装,2017-10-05 13:04:00,C,已出货未退款,已提现
38824,DD201708167493416208169672515,1.5,1.5,40g双汇玉米热狗肠,2017-10-05 13:07:00,C,已出货未退款,已提现
38829,DD201707291919587109183560279,4.0,4.0,王老吉（罐）,2017-10-05 13:39:00,C,已出货未退款,已提现
38831,DD201708167493423236530358702,2.4,2.4,20g马来西亚风味咪咪蟹味粒0219,2017-10-05 13:40:00,C,已出货未退款,已提现
38832,DD201708167493423328266462918,3.0,3.0,250ml维他奶巧克力味,2017-10-05 13:40:00,C,已出货未退款,已提现
38833,DD20170729192137470357D0E3FD1,3.0,3.0,怡宝纯净水,2017-10-05 13:40:00,C,已出货未退款,已提现
38834,DD201708167493416583340602026,4.0,4.0,日式鱼果,2017-10-05 13:41:00,C,已出货未退款,已提现
38836,DD201707291922233059E195B4373,5.0,5.0,雪碧（500ml）,2017-10-05 13:54:00,C,已出货未退款,已提现
38840,DD201708167493885067773712666,1.8,1.8,32g卫龙亲嘴烧,2017-10-05 14:47:00,C,已出货未退款,已提现
38841,DD20170729192224954E3FEC58D4E,3.0,3.0,怡宝纯净水,2017-10-05 14:47:00,C,已出货未退款,已提现
38848,DD201708167493417139693392756,9.0,9.0,480ml小茗同学冷泡青柠红茶,2017-10-05 15:50:00,C,已出货未退款,已提现
38850,DD201708167493417203244135652,3.0,3.0,250ml维他原味豆奶,2017-10-05 15:56:00,C,已出货未退款,已提现
38855,DD201708167493417563212034023,10.0,10.0,225g味之不规则饼干芝士味,2017-10-05 17:31:00,C,已出货未退款,已提现
38856,DD201708167493417585118481914,3.2,3.2,2g韩国海牌海苔,2017-10-05 17:33:00,C,已出货未退款,已提现
38860,DD2017072919311034E36D6F8AACB,3.0,3.0,伊利优酸乳,2017-10-05 17:41:00,C,已出货未退款,已提现
38861,DD201708167493885834675773445,1.8,1.8,32g卫龙亲嘴烧,2017-10-05 17:42:00,C,已出货未退款,已提现
38862,DD20170501070348826C25EDE4DC4,2.5,2.5,可口可乐330ml,2017-10-05 17:42:00,C,已出货未退款,已提现
38864,DD201708167493845790665833639,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017-10-05 17:44:00,C,已出货未退款,已提现
38870,DD201708100816455747C49106401,4.0,4.0,果粒橙,2017-10-05 18:14:00,C,已出货未退款,已提现
38871,DD2017050107044710DF4E2C4283F,2.5,2.5,可口可乐330ml（罐）,2017-10-05 18:24:00,C,已出货未退款,已提现
38879,DD201708167493417931597732703,6.0,6.0,160g盼盼手撕面包,2017-10-05 20:24:00,C,已出货未退款,已提现
38883,DD201708167493418078661749243,8.0,8.0,160g盼盼手撕面包,2017-10-05 21:17:00,C,已出货未退款,已提现
38892,DD2017050112413471A45348B8D8F,4.0,4.0,王老吉（500ml）,2017-10-05 22:03:00,C,已出货未退款,已提现
38898,DD201708167493418458870920062,2.4,2.4,20g马来西亚风味咪咪蟹味粒0219,2017-10-05 22:25:00,C,已出货未退款,已提现
38900,DD201708167493418476711485625,5.5,5.5,100g果王咸柑桔罐装,2017-10-05 22:34:00,C,已出货未退款,已提现
38903,DD201705011253018323C6C3CA66F,4.0,4.0,阿萨姆奶茶,2017-10-05 22:48:00,C,已出货未退款,已提现
38909,DD201707291951511019322F0E153,3.0,3.0,怡宝纯净水,2017-10-05 23:13:00,C,已出货未退款,已提现
38913,DD2017072919553063FB506E5E47C,3.0,3.0,怡宝纯净水,2017-10-05 23:31:00,C,已出货未退款,已提现
38923,DD2017072919575312CFB582DA110,3.0,3.0,怡宝纯净水,2017-10-06 00:10:00,C,已出货未退款,已提现
38925,DD201708167493419275490041685,2.0,2.0,5片装益达绿箭口香糖,2017-10-06 00:11:00,C,已出货未退款,已提现
38929,DD201708167493419505950530968,4.5,4.5,500ml加多宝,2017-10-06 01:51:00,C,已出货未退款,已提现
38935,DD201708167493886507386808062,1.8,1.8,32g卫龙亲嘴烧,2017-10-06 02:19:00,C,已出货未退款,已提现
38936,DD2017072919582577C2EEAAE65D3,3.0,3.0,怡宝纯净水,2017-10-06 02:19:00,C,已出货未退款,已提现
38944,DD201708167493423694612130876,3.0,3.0,250ml维他原味豆奶,2017-10-06 04:05:00,C,已出货未退款,已提现
38945,DD201707292002291816690405BA8,3.0,3.0,怡宝纯净水,2017-10-06 04:05:00,C,已出货未退款,已提现
38962,DD201708167493420382471568541,6.0,6.0,30g无穷农场盐_鸡蛋,2017-10-06 08:01:00,C,已出货未退款,已提现
38964,DD2017050117532146286530E5654,5.0,5.0,乐虎,2017-10-06 08:03:00,C,已出货未退款,已提现
38966,DD201708167493886795848483198,1.8,1.8,32g卫龙亲嘴烧,2017-10-06 08:04:00,C,已出货未退款,已提现
38967,DD20170729200703620BF49939085,4.5,4.5,阿萨姆奶茶,2017-10-06 08:04:00,C,已出货未退款,已提现
38977,DD201708167493420835922877495,3.0,3.0,250ml维他柠檬茶,2017-10-06 10:02:00,C,已出货未退款,已提现
38981,DD2017072920070620C62355B60A3,3.5,3.5,统一冰红茶,2017-10-06 10:19:00,C,已出货未退款,已提现
38984,DD20170729200804455639B1CB29B,3.0,3.0,怡宝纯净水,2017-10-06 10:48:00,C,已出货未退款,已提现
38996,DD2017050118285134DC7290635D1,3.0,3.0,雪碧（500ml）,2017-10-06 12:16:00,C,已出货未退款,已提现
38999,DD201708167493887199484282196,1.8,1.8,32g卫龙亲嘴烧,2017-10-06 12:21:00,C,已出货未退款,已提现
39000,DD201708167493423739595539854,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-10-06 12:21:00,C,已出货未退款,已提现
39001,DD20170729201700932E0B1591BA2,4.0,4.0,统一绿茶,2017-10-06 12:21:00,C,已出货未退款,已提现
39004,DD201708167493421677038179744,2.5,2.5,30g无穷农场盐_鸡蛋,2017-10-06 12:26:00,C,已出货未退款,已提现
39007,DD201708167493421845481567871,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-10-06 12:38:00,C,已出货未退款,已提现
39011,DD201708167493422451213303661,5.5,5.5,86g合味道海鲜风味,2017-10-06 13:01:00,C,已出货未退款,已提现
39013,DD201708167493887410341881089,1.8,1.8,32g卫龙亲嘴烧,2017-10-06 13:07:00,C,已出货未退款,已提现
39014,DD20170729201924640EFDDD2E253,3.0,3.0,怡宝纯净水,2017-10-06 13:07:00,C,已出货未退款,已提现
39015,DD20170729202056772F11A148039,3.0,3.0,怡宝纯净水,2017-10-06 13:12:00,C,已出货未退款,已提现
39018,DD201708167493422693553064296,10.0,10.0,500ml统一阿萨姆奶茶,2017-10-06 13:21:00,C,已出货未退款,已提现
39030,DD20170810084529132187C2B663D,4.0,4.0,果粒橙,2017-10-06 13:38:00,C,已出货未退款,已提现
39032,DD2017072920334495F26618F81AA,4.0,4.0,果粒橙,2017-10-06 13:41:00,C,已出货未退款,已提现
39033,DD201708167493424007731012512,2.4,2.4,20g咪咪虾条马来西亚风味,2017-10-06 13:51:00,C,已出货未退款,已提现
39043,DD2017073117181383F9DA9EC5429,3.0,3.0,怡宝纯净水,2017-10-06 14:31:00,C,已出货未退款,已提现
39044,DD201708167493424061450682407,2.0,2.0,30g无穷农场盐_鸡蛋,2017-10-06 15:02:00,C,已出货未退款,已提现
39046,DD201708167493424194318073197,4.5,4.5,250ml燕塘原味酸奶,2017-10-06 15:23:00,C,已出货未退款,已提现
39047,DD20170729203940200F86AD30620,3.0,3.0,怡宝纯净水,2017-10-06 15:23:00,C,已出货未退款,已提现
39051,DD2017072920395514B366EBF65E2,3.0,3.0,怡宝纯净水,2017-10-06 15:44:00,C,已出货未退款,已提现
39053,DD201708167493207070881455332,0.8,0.8,20g马来西亚风味咪咪蟹味粒0219,2017-10-06 16:15:00,C,已出货未退款,已提现
39058,DD201708167493424380877226747,3.5,3.5,58g丽芝士纳宝帝奶酪威化饼干,2017-10-06 16:25:00,C,已出货未退款,已提现
39059,DD201707292053134492A12D26E0B,4.0,4.0,统一冰红茶,2017-10-06 16:25:00,C,已出货未退款,已提现
39062,DD2017072921091652B88C7A127A6,3.0,3.0,怡宝纯净水,2017-10-06 16:28:00,C,已出货未退款,已提现
39069,DD20170729211156477A0FDA0EE3E,5.0,5.0,脉动,2017-10-06 17:06:00,C,已出货未退款,已提现
39074,DD2017072921153440657A987ED47,3.5,3.5,可口可乐330ml,2017-10-06 17:28:00,C,已出货未退款,已提现
39076,DD201708167493888811039482298,1.8,1.8,32g卫龙亲嘴烧,2017-10-06 17:37:00,C,已出货未退款,已提现
39077,DD2017072921165746A65E276A420,4.0,4.0,雪碧（500ml）,2017-10-06 17:37:00,C,已出货未退款,已提现
39078,DD201708167493425044953152445,2.8,2.8,250ml维他原味豆奶,2017-10-06 17:38:00,C,已出货未退款,已提现
39079,DD201708167493889028558329443,1.8,1.8,32g卫龙亲嘴烧,2017-10-06 17:39:00,C,已出货未退款,已提现
39080,DD2017072921434551FD60EF96A02,4.0,4.0,果粒橙,2017-10-06 17:39:00,C,已出货未退款,已提现
39082,DD201707292144506604BE4B18CC1,3.0,3.0,可口可乐最新款,2017-10-06 17:40:00,C,已出货未退款,已提现
39084,DD201708167493425094958739263,3.5,3.5,600ml可口可乐,2017-10-06 17:50:00,C,已出货未退款,已提现
39089,DD20170729215537127B81C416726,3.0,3.0,怡宝纯净水,2017-10-06 17:53:00,C,已出货未退款,已提现
39091,DD201707292210281892C32B28B86,5.0,5.0,王老吉（500ml）,2017-10-06 17:54:00,C,已出货未退款,已提现
39092,DD201708167493902826951738144,1.5,1.5,12g劲仔小鱼麻辣味,2017-10-06 17:56:00,C,已出货未退款,已提现
39103,DD201708167493889632030412064,1.8,1.8,32g卫龙亲嘴烧,2017-10-06 18:30:00,C,已出货未退款,已提现
39104,DD2017072923110298E991E88ACC5,3.0,3.0,怡宝纯净水,2017-10-06 18:30:00,C,已出货未退款,已提现
39107,DD201708167493425433706912254,4.5,4.5,80g香飘飘椰果奶茶原味,2017-10-06 18:33:00,C,已出货未退款,已提现
39108,DD2017070622390739380D8C63F34,25.0,25.0,芙蓉王,2017-10-06 18:41:00,C,已出货未退款,已提现
39113,DD201708167493890773840534614,1.8,1.8,32g卫龙亲嘴烧,2017-10-06 18:46:00,C,已出货未退款,已提现
39114,DD201707300039147179E29FEC4C6,3.0,3.0,怡宝纯净水,2017-10-06 18:46:00,C,已出货未退款,已提现
39118,DD201708167493425621604488306,16.5,16.5,统一来一桶香辣老坛酸菜牛肉面,2017-10-06 18:56:00,C,已出货未退款,已提现
